Title	Alternative Title	Year	Director	ASL	Country	Scope	Cinematographer	Editor	Studio
Airborne 		1993	Bowman, Rob 	3.9	USA 		Okada, Daryn 	Miller III, Harry B. 	
Airborne 		1997	Grant, Julian 	3.3	CAN 		Goozee, G. Russell 	Day, Paul 	
Airheads 		1994	Lehmann, Michael 	3.96	USA 		Schwartzman, John 	Semel, Stephen 	FOX
Airplane II: The Sequel 		1982	Finkleman, Ken 	6.5	USA 		Biroc, Joe 	Virkler, Dennis 	PAR
Airplane! 		1980	Abrahams, J. & Zucker, D. & J. 	4.63	USA 		Biroc, Joseph 	Kennedy, Patrick 	PAR
Airport 		1970	Seaton, George 	7.9	USA 	s 	Laszlo, Ernest 	Gilmore, Stuart 	UNI
Airport 1975 		1974	Smight, Jack 	9.5	USA 	s 	Lathrop, Philip 	Williams, J. Terry 	UNI
Airspeed 		1997	Tinnell, Robert 	3.8	CAN 		Archambaud, Georges 	Huot, Gaetan 	
Akeelah and the Bee 		2006	Atchinson, Doug 	2.89	USA 		Mullen, M. David 	Farr, Glen 	
Akele hum akele tum 		1996	Khan, Mansoor 	6.4	IND 	s 	Azmi, baba 	Sultan, Z. & Kotalgi 	
Akenfield 		1975	Hall, Peter 	7.2	BRI 		Strasberg, Ivan 	Pyke, Rex 	
Akira 		1988	Otomo Katsuhiro 	4.7	JAP 	a 			
Aks 		2001	Mehra, Rakesh Omprakesh 	6.5	IND 	s 			
Al Capone 		1958	Wilson, Robert 	14	USA 				
Al Jennings of Oklahoma 		1951	Nazarro, Ray 	8.18	USA 		Greene, W. Howard 	Fantl, Richard 	COL
Alaipayuthey 		2001	Ratnam, Mani 	7.8	IND 	s 	Sriram, P.C. 	Prasad, Shreekar 	
Alamar 		2009	Gonzalez-Rubio, Pedro 	11.55	MEX 		Gonzalez-Rubio, Pedro 	Gonzalez-Rubio, Pedro 	
Alamo, The 		1960	Wayne, John 	7.57	USA 	s 	Clothier, William H. 	Gilmore, Stuart 	
Alamo, The 		2004	Hancock, John Lee 	3.43	USA 		Semler, Dean 	Beason, Eric L. 	
Alan Smithee Film: Burn Hollywood Burn, An 		1997	Hiller, Arthur 	10.3	USA 		Villalobos, Reynaldo 	Langlois, Jim 	CGI
Alaska 		1996	Heston, Fraser C. 	4.4	USA 		Westman, Tony 	Kobrin, Rob 	CRO
Albatross 		2011	McCormick, Nial 	3.03	BRI 	s 	Jonaeus, Jan 	Eckersley, Mark 	
Albela 		1951	Bhagwan, Master 	13.2	IND 		Palau, Shanker 	Patil, G.G. 	
Albero degli zoccoli, l 	Tree of Wooden Clogs, The 	1978	Olmi, Ermanno 	5.78	ITA 		Olmi, Ermanno 	Olmi, Ermanno 	
Albino Allligator 		1996	Spacey, Kevin 	5			Plummer, Mark 	Cassidy, Jay Lash 	
Aleksandr Nevsky 		1938	Eisenstein, Sergei 	7.1	RUS 		Tisse, Edouard 	Eisenstein & Tobak, 	
Aleksandra 		2007	Sokurov, Aleksandr 	8.64			Burov, Alexander 	Ivanov, Sergei 	
Alex & Emma 		2003	Reiner, Rob 	4.82	USA 		Finney, Gavin 	Bell & Leighton 	
Alex in Wonderland 		1970	Mazursky, Paul 	9.9	USA 		Kovacs, Laszlo 	Pappé, Stuart H. 	MGM
Alexander 		2004	Stone, Oliver 	3.77		s 	Prieto, Rodrigo 	Nordberg, Herve, Marquez 	
Alexander the Great 		1956	Rossen, Robert 	7.3		s 	Krasker, Robert 	Kemplen, Ralph 	
Alfie 		1966	Gilbert, Lewis 	11.47	BRI 	s 	Heller, Otto 	Connell, Thelma 	
Alfie 		2004	Shyer, Charles 	4.29	USA 		Rowe, Ashley 	McKinley, Padraic 	PAR
Alfie Darling 		1975	Hughes, Ken 	8.4	BRI 		Rawi, Ousama 	Trumper, John 	
Alfred the Great 		1969	Donner, Clive 	5.5	BRI 	s 	Thomson, Alex 	McDonnell, Fergus 	
Ali 		2001	Mann, Michael 	4.45	USA 	s 	Lubezki, Emmanuel 	Goldberg, Rivkin 	
Ali G indahouse 		2002	Mylod, Mark 	3.3			Rowe, Ashley 	Knight, Paul 	
Ali Zaoua 		2000	Ayouch, Nabil 	5.7			Mathias, Vincent 	Thomann, Jean-Robert 	
Alice 		1990	Allen, Woody 	38.9	USA 				
Alice in Acidland 		1968	Cat, Cheshire 	22.4	USA 				
Alice in Wonderland 		1933	McLeod, Norman Z. 	6.3	USA 		Sharp, H. & Glennon, 	Hoagland, Ellsworth 	PAR
Alice in Wonderland 		2010	Burton, Tim 	2.97	USA 		Wolski, Dariusz 	Lebenzon, Chris 	DIS
Alice's Adventures in Wonderland 		1972	Sterling, William 	5.1	BRI 		Unsworth, Geoffrey 	Weatherly, Peter 	
Alien 		1979	Scott, Ridley 	5.76			Vanlint, Derek 	Rawlings, Terry 	FOX
Alien 3 		1992	Fincher, David 	3.4	USA 	s 	Thomson, Alex 	Rawlings, Terry 	FOX
Alien Autopsy 		2006	Campbell, Jonny 	4.29	BRI 		Chaudoir, Simon 	Ottey, Oral Nottie 	
Alien Hunter 		2003	Krauss, Ron 	3.77			Suvak, Darko 	Kirpaul, Amanda E. 	
Alien Nation 		1988	Baker, Graham 	3.99	USA 		Greenberg, Adam 	Beyda, Kent 	
Alien: Resurrection 		1997	Jeunet, Jean-Pierre 	3.24	USA 		Khondji, Darius 		FOX
Aliens 		1986	Cameron, James 	3.72	USA 		Biddle, Adrian 	Lovejoy, Ray 	
Aliens in the Attic 		2009	Schultz, John 	2.25			Burgess, Don 	Pace, John 	
Alive 		1992	Marshall, Frank 	6.42	USA 		James, Peter 	Goldenberg & Kahn 	
Alive and Kicking 		1958	Frankel, Cyril 	8.5	BRI 		Taylor, Gilbert 	Gribble, Bernard 	ABP
Alive and Kicking 		1996	Meckler, Nancy 	11.5	BRI 		Seager, Chris 	Holland, Rodney 	CH4
All About Eve 		1950	Mankiewicz, Joseph L. 	10.3	USA 		Krasner, Milton 	MacLean, Barbara 	FOX
All About My Mother 		1999	Almodovar, Pedro 	8.8	SPA 		Beata, Affonso 	Salcedo, José 	
All About Steve 		2009	Traill, Phil 	4.24	USA 		Suhrstedt, Tim 	Katz, Virginia 	
All at Sea 		1957	Frend, Charles 	8.1	BRI 		Slocombe, Douglas 	Harris, Jack 	EAL
All Creatures Great and Small 		1975	Watham, Claude 	6.09	BRI 		Suschitzky, Peter 	Sheldon, Ralph 	
All in a Night's Work 		1960	Anthony, Joseph 	9.9	USA 		LaShelle, Joseph 	Low, W. & Smith, H. 	PAR
All Men Are Mortal 		1995	De Jong, Ate 	7			Keyzer, Bruno de 	Gaster, Nicolas 	
All Neat in Black Stockings 		1969	Morahan, Christopher 	10	BRI 		Pizer, Larry 	Norland, Misha 	NG
All of Me 		1984	Reiner, Carl 	6	USA 		Kline, Richard H. 	Molin, Bud 	OTP
All or Nothing 		2002	Leigh, Mike 	8.03	BRI 		Pope, Dick 	Walker, Lesley 	
All Over Me 		1996	Sichel, Alex 	8.7	USA 		DeSalvo, Joe 	Hoffman, Sabine 	
All That Heaven Allows 		1955	Sirk, Douglas 	12.7	USA 		Metty, Russell 	Gross, Frank 	
All That Jazz 		1979	Fosse, Bob 	3.73	USA 		Rotunno, Giuseppe 	Heim, Alan 	
All That Money Can Buy 		1941	Dieterle, William 	8	USA 		August, Joseph 	Wise, Robert 	RKO
All the Boys Love Many Lane 		2006	Levine, Jonathan 	4.19	USA 	s 	Genet, Darren 	Noyes, John 	
All the Brothers Were Valiant 		1953	Thorpe, Richard 	6	USA 				
All the King's Men 		1949	Rossen, Robert 	5.5	USA 				
All the Little Animals 		1998	Thomas, Jeremy 	5.9	BRI 		Molloy, Mike 	Smith, John Victor 	
All The President's Men 		1976	Pakula, Alan 	9.25	USA 		Willis, Gordon 	Wolfe, Robert 	WAR
All the Pretty Horses 		2000	Thornton, Billy Bob 	4.5	USA 		Markowitz, Barry 	Menke, Sam 	MMX
All the Queen's Men 		2001	Ruzowitsky, Stefan 	3.09			Schultzendorff, W. v 	Moore, N., Nahle, et 	
All the Rage 	It's the Rage 	1999	Stern, James D. 	5.2	USA 		Nepomniaschy, Alex 	Lombardo, Tony 	
All the Way Home 		1963	Segal, Alex 	13.7	USA 		Kaufman, Boris 	Lerner, Carl 	
All the Young Men 		1960	Bartlett, Hall 	4.1	USA 		Fapp, Daniel 	Clark, Al 	COL
All This and Heaven Too 		1940	Litvak, Anatol 	10	USA 				
Alley Cat 		1929	Steinhoff, Hans 	6	BRI 				
Alligator Named Daisy, An 		1955	Lee-Thompson, J. 	9.6	BRI 		Wyer, Reginald 	Guthrie, John D. 	
Allt hamnar sig 		1917	Tallroth, Konrad 	13	SWE 		Edlund, Hugo 		SVB
Allyson is Watching 		1997	Kubilos, Bob 	5.7	USA 		Meglic, Igor 	O'Neill, Gareth 	
Almost Famous 		2000	Crowe, Cameron 	3.8	USA 		Toll, John 	Hutshing, M. & Klein 	DWK
Almost Heroes 		1998	Guest, Christopher 	3.5	USA 		Kimmel & MacMillan 	Roose, Ronald 	TUR
Almost Perfect Affair, An 		1979	Ritchie, Michael 	4.1			Deca?, Henri 	Harris, Richard A. 	PAR
Aloha Summer 		1988	Wallace, Tommy Lee 	5.6	USA 		Poster, Steven 	Coblentz, Hofstra, C 	
Alone in the Dark 		2005	Boll, Uwe 	4.12		s 	Neumann, Mathias 	Schwandel, Richard 	
Alone in the Woods 		1996	Putch, John 	5	USA 		Johnson, Frank 		
Alone With a Stranger 		2000	Liapis, Peter 	4.2	USA 		Mullen, M. David 	Gribble, Bernard 	
Along Came a Spider 		2001	Tamahori, Lee 	4.2		s 	Leonetti, Matthew F. 	Travis, Neil 	PAR
Along Came Polly 		2004	Hamburg, John 	3.5	USA 		McGarvey, Seamus 	Kerr, W. & Moore, N. 	
Alpha Dog 		2006	Cassavetes, Nick 	4.84	USA 		Fraisse, Robert 	Heim, Alan 	
Alpha Male 		2005	Wilde, Dan 	5.75	BRI 		Daly, Shane 	Anwar, Tariq 	
Alsace 		1916	Pouctal, Henri 	18.5	FRA 				FDA
Altered States 		1980	Russell, Ken 	6.4	USA 		Cronenweth, Jordan 	Jenkins, Eric 	
Alucarda 		1975	Moctezuma, Juan Lopez 	4.7	MEX 		Cruz, Xavier 	Sanchez, Max 	
Alvarez Kelly 		1966	Dmytryk, Edward 	6.4	USA 	s 	MacDonald, Joseph 	Kress, Harold F. 	COL
Alvin and the Chipmunks 		2007	Hill, Jim 	3.51	USA 		Collister, Peter Lyons 	Berger, Peter 	
Alvin and the Chipmunks 2: The Squeakquel 		2009	Thomas, Betty 	3.88	USA 		Richmond, Anthony B. 	Friedman, Matthew 	
Always 		1989	Spielberg, Steven 	6.95	USA 		Salomon, Mikael 	Kahn, Michael 	
Amadeus: Director's Cut 		2001	Forman, Milos 	3.63		s 	Ondricek, Miroslav 	Danecic, Nina & Chandler, Michael 	
Amantes del circulo polar, los 	Lovers of the Arctic Circle, The 	1998	Medem, Julio 	4.6			Berridi, Gonzalo F. 	Aledo, Ivan 	
Amar 		1954	Khan, Mehboob 	8	IND 		Irani, Faredoon A. 	Kadri, Shamsudin 	
Amar Akbar Anthony 		1977	Desai, Manmohan 	4.9	IND 		Pereira, Peter 	Malakar, K.A. 	
Amar Prem 		1971	Samanta, Shakti 	11.1	IND 		Dasgupta, Aloke 	Dalwali, Govind 	
Amateur 		1994	Hartley, Hal 	12.5			Spiller, Michael 	Hamilton, Steve 	
Amazing Grace 		2006	Apted, Michael 	4.33			Adefarasin, Remi 	Shaine, Rick 	
Amazing Mr. Blunden, The 		1972	Jeffries, Lionel 	6.36	BRI 		Fisher, Gerry 	Darvas, Teddy 	HEM
Amazing Panda Adventure, The 		1995	Cain, Chris 	3.7	USA 		Green, Jack N. 		
Ambush at Tomahawk Gap 		1953	Sears, Fred F. 	6.1	USA 		Freulich, Henry 	Stell, Aaron 	COL
Ambush Bay 		1966	Winston, Ben 	7.33	USA 		Rojas, Emmanuel 	Schreyer, john 	
Ambushers, The 		1967	Levin, Henry 	5.6	USA 		Guffey, Burnett 	Kress, Harold F. 	
Amelia 		2009	Nair, Mira 	4.92		s 	Dryburgh, Stuart 	Johnson, Allyson C. & Percy, Lee 	
American Beauty 		1999	Mendes, Sam 	6.6	USA 		Hall, Conrad L. 	Anwar, T. & Greenbur 	DWK
American Boyfriends 		1989	Wilson, Sandy 	11.5	CAN 		Spencer, Brenton 	Mazur, Lara 	
American Citizen 		1992	Green, Eitan 	6.16	ISR 		Sch'nor, Dan 	Lappid, Eh'ra 	
American Cousins 		2003	Coutts, Donald 	3.97	BRI 		Kelly, Jerry 	Cameron, Lindy 	
American Desi 		2001	Pandya, Piyush Dinker 	4.1	USA 		Falcao, Renato 	Tate, Robert 	
American Dragons 		1997	Hemecker, Ralph 	3.6	USA 		Holzman, Ernest 	Shefland, Alan 	ORI
American Dream, An 		1966	Gist, Robert 	8	USA 		Leavitt, Sam 	Rohrs, George 	WAR
American Dreamz 		2006	Weitz, Paul 	4.51	USA 		Elswit, Robert 	Kerstein, Myron 	UNI
American Flyers 		1986	Badham, John 	3.84	USA 		Peterman, Don 	Morriss, Frank 	WAR
American Friends 		1991	Powell, Tristram 	6.51			Bonham-Carter, Phillip 	Akers, George 	
American Gangster 		2007	Scott, Ridley 	3.77	USA 		Savides, Harris 	Scalia, Pietro 	UNI
American Gigolo 		1980	Schrader, Paul 	10.42	USA 		Bailery, John 	Halsey, Richard 	
American Graffiti 		1973	Lucas, George 	6.85	USA 	s 	Wexler, Haskell 	Fields, Verna & Lucas, Marcia 	UNI
American Guerrilla in the Phillipines, An 		1950	Lang, Fritz 	8.98	USA 		Jackson, Harry 	Simpson, Robert 	FOX
American Gun 		2002	Jacobs, Alan 	4.8	USA 		Parmet, Phil 	Millspaugh, Paul 	
American Haunting, An 		2005	Solomon, Courtney 	3.15		s 	Biddle, Adrian 	Corneau, Richard 	
American History X 		1998	Kaye, Tony 	3.2	USA 		Kaye, Tony 	Greenberg, T. & Heim 	NLI
American in Paris, An 		1951	Minnelli, Vincente 	21	USA 		Gilks, A. & Alton, J 	Fazan, Adrienne 	MGM
American Madness 		1932	Capra, Frank 	8.64	USA 		Walker, Joseph 	Wright, Maurice 	COL
American Outlaws 		2001	Mayfield, Les 	2.7	USA 		Boyd, Russell 	Tronick, Michael 	MCR
American Perfekt 		1997	Chart, Paul 	8.4	USA 		Wages, William 	Ruscio, Michael 	NUI
American Pie 		1999	Weitz, Paul 	3.7	USA 		Crudo, Richard 	Nedd-Friendly, Patri 	UNI
American Pie 2 		2001	Rogers, James B. 	3.8	USA 		Irwin, Mark 	Madaras, L. & Pappé, 	
American Pie: The Wedding 		2003	Dylan, Jesse 	3.52		s 	Ahern, Lloyd 	Pappé, Stuart 	
American President, The 		1995	Reiner, Rob 	5.7	USA 	s 	Seale, John 	Leighton, Robert 	UNI
American Psycho 		2000	Harron, Mary 	5.9			Sekula, Andrzej 	Marcus, Andrew 	
American Psycho II: All American Girl 		2002	Freeman, Morgan J. 	4.7			Cerjul, Vanja 	Sanders, Mark 	LGA
American Splendor 		2003	Berman, S.S. & Pulcini, R. 	6.92	USA 		Stacey, Terry 	Pulcini, Robert 	
American Tragedy, An 		1931	Sternberg, Josef von 	13	USA 				
American Wedding 	American Pie: The Wedding 	2003	Dylan, Jesse 	3.51			Ahern, Lloyd 	Pappé, Stuart 	
American Werewolf in Paris, An 		1997	Waller, Anthony 	2.4	USA 		Werdin, Egon 	Adam, Peter R. 	
American, The 		2010	Corbijn, Anton 	6.87	USA 	s 	Ruhe, Martin 	Hulme, Andrew 	FOC
Americano, The 		1955	Castle, William 	5.98	USA 		Snyder, William 	Marker, Harry 	
America's Sweethearts 		2001	Roth, Joe 	4.1	USA 	s 	Papamichael, Phedon 	Rotter, Stephen A. 	REV
Amerkanishe Freun, der 	American Friend, The 	1977	Wenders, Wim 	6.8			Muller, Robby 	Przygoda, Peter 	
Ami de mon amie, l' 	My Girlfriend's Boyfriend 	1987	Rohmer, Eric 	17.61	FRA 		Lutic, Bernard 	Garcia, Maria-Luisa 	
Amiga, la 		1988	Meerapfel, Jeanne 	8			Block, Axel 	Lorenz, Julianne 	
Amistad 		1997	Spielberg, Steven 	7.8	USA 		Kaminski, Janusz 	Kahn, Michael 	DWK
Amityville 3-D 	Amityville III: The Demon 	1983	Fleischer, Richard 	6.6	USA 	s 	Schuler, Fred 	Urioste, Frank J. 	DDL
Amityville Dollhouse 		1996	White, Steve 	3.9	USA 		Callaway, Tom 	Vandermeulen, Kurt 	
Amityville Horror, The 		1979	Rosenberg, Stuart 	5.52	USA 		Koenekamp, Fred J. 	Brown, Jr., Robert 	
Amityville Horror, The 		2005	Douglas, Andrew 	3.31	USA 		Collister, Peter Lyons 	Wagner & Barton 	
Amityville II: The Possession 		1982	Damiani, Damiano 	11.97			DiGiacomo, Franco 	Urioste, Frank J. 	DDL
Ammoru 		1995	Krishna, Kodi Rama 	3.1	IND 				
Among Giants 		1998	Miller, Sam 	5.8	BRI 		Stock, Witold 	Lewis, E.P. & Green, 	
Among the Living 		1941	Heisler, Stuart 	8	USA 		Sparkuhl, Theodor 	Douglas, Everett 	PAR
amore molesto, L' 		1995	Martone, Mario 	10.6	ITA 		Bigazzi, Luca 	Quadri, Jacopo 	
Amore! 		1993	Doumani, Lorenzo 	7.4	USA 		Del Ruth, Thomas 	Bard, Debra 	
Amores Perros 		2000	Inarittu, Alejandro G. 	4.9	MEX 		Prieto, Rodrigo 	Inarritu, Caballar, 	
Amorous Adventures of Moll Flanders, The 		1965	Young, Terence 	5	BRI 	s 	Moore, Ted 	Wilson, Frederick 	PAR
Amos & Andrew 		1993	Frye, E. Max 	4.9	USA 		Lloyd, Walt 	Kurson, Jane 	NLI
Amour 		2012	Haneke, Michael 	31.14			Khondji, Darius 	Willi, Monika & Muse, Nadine 	
Amour de jeunesse, Un 	Goodbye First Love 	2011	Hansen-L¸ve, Mia 	7.62			Fontaine, Stephane 	Monnier, Marion 	
Amour en fuite, l' 	Love on the Run 	1979	Truffaut, Francois 	8.1	FRA 		Almendros, Nestor 	Barraqué, Martine 	
Amour, l'apres-midi, l' 		1972	Rohmer, Eric 	24.4	FRA 		Almendros, Nestor 	Decugis, Cécile 	
Amphitryon 		1935	Schünzel, Reinhold 	12	GER 				
Anaconda 		1997	Llosa, Luis 	3.1		s 	Butler, Bill 	Miller, Michael R. 	COL
Anacondas: The Hunt for the Blood Orchard 		2004	Little, Dwight H. 	2.34	USA 		Windon, Stephen F. 	D'Arcy & Warner 	
Analyze That 		2002	Ramis, Harold 	3.63			Kuras, Ellen 	Mondshein, Andrew 	
Analyze This 		1999	Ramis, Harold 	4.8	USA 		Dryburgh, Stuart 	Tellefsen, Christoph 	WAR
Anari 		1959	Mukherjee, Hrishikesh 	12.7	IND 		Pathare, Jaywant R. 	Mukherjee, Kabre, Pr 	
Anastasia 		1956	Litvak, Anatol 	14.2	USA 	s 	Hildyard, Jack 	Bates, Bert 	FOX
Anatomy of a Murder 		1959	Preminger, Otto 	13.3	USA 				
Anchor Zone 		1994	Pelletier, Andrée 	6	CAN 		Jones, Michael 	Girard, H. & Munn, M 	
Anchorman: The Legend of Ron Burgundy 		2004	McKay, Adam 	4.38	USA 		Ackerman, Thomas 	White, Brent 	DWK
Anchors Aweigh 		1945	Sidney, George 	13.1	USA 				MGM
And Justice for All, ... 		1979	Jewison, Norman 	8.17	USA 		Kemper, Victor J. 	Burnett, John F. 	COL
And Now For Something Completely Different 		1971	McNaughton, Ian 	12.3	BRI 		Waite, David 	Noble, Thom 	
And Now the Screaming Starts! 		1973	Baker, Roy Ward 	6.7	BRI 		Coop, Denys 	Tanner, Peter 	AMI
And Soon the Darkness 		1970	Fuest, Robert 	8	BRI 		Wilson, Ian 	Chegwidden, Ann 	ABP
And Then there Were None 		1945	Clair, René 	8.7	USA 		Andriot, Lucien 	Manger, Harvey 	POP
And Then There Were None 		1974	Collinson, Peter 	15	BRI 		Arribal, Fernando 	Trumper, John 	
And When Did You Last See Your Father? 		2007	Tucker, Anand 	7.61		s 	Atherton, Howard 	Waite, Trevor 	
Andaaz 		1949	Khan, Mehboob 	10.93	IND 		Irani, Faredon A. 	Kadri, Shamsudin 	
Andaz Apna Apna 		1994	Santoshi, Rajkumar 	6.8	IND 		Bidri, Ishwar 	Mayekar, V.N. 	
Anderson Tapes, The 		1971	Lumet, Sidney 	6.83	USA 		Ornitz, Arthur J. 	Burke, Joanne 	
Andre 		1994	Miller, George 	4.5	USA 		Burstyn, Thomas 	Hitner & Kennedy 	
Andreas Schluter 		1942	Maisch, Herbert 	11.5	GER 				
Androcles and the Lion 		1952	Erskine, Chester 	5.5	USA 		Stradling, Harry 	Gross, Roland 	
Andromeda Strain, The 		1970	Wise, Robert 	5.79	USA 	s 	Kline, Richard H. 	Gilmore, Stuart 	UNI
Angel and the Badman 		1947	Grant, James Edward 	10.4	USA 		Stouman, Louis Clyde 	Keller, Harry 	REP
Angel externinador, el 		1962	Bu?uel, Luis 	18	MEX 		Figueroa, Gabriel 	Savage Jr., Carlos 	
Angel Eyes 		2001	Mandoki, Luis 	4.6	USA 		Sobocinski, Piotr 	Greenberg, Jerry 	
Angel Face 		1952	Preminger, Otto 	18	USA 				
Angel Heart 		1987	Parker, Alan 	4.46	USA 		Seresin, Michael 	Hambling, Gerry 	
Angel in the Family 		2004	Brown, George Stanford 	3.95			Wrenn, James 	Krueger, Thomas A. 	
Angel on My Shoulder 		1946	Mayo, Archie 	8.6	USA 		Van Trees, James 	Arthur, G & Clark, A 	
Angel Wore Red, The 		1960	Johnson, Nunnally 	10.6	USA 		Rotunno, Giuseppe 	Loeffler, Louis 	MGM
Angela 		2002	Torres, Roberta 	9.3	ITA 		Cipri, Daniele 	Missiroli, Roberto 	
Angela's Ashes 		1999	Parker, Alan 	3.9	USA 		Seresin, Michael 	Hambling, Gerry 	
Ang?le 		1934	Pagnol, Marcel 	21	FRA 		Willy 	Troye, Suzanne de 	FMP
Angels & Demons 		2009	Howard, Ron 	3.55	USA 		Totino, Salvatore 	Hanley, Daniel P. 	COL
Angels and Insects 		1995	Haas, Philip 	11.1			Zitzerman, Bernard 	Haas, Belinda 	
Angel's Dance 		1999	Colley, David L. 	5.04	USA 		Wojciechowski, M. 	Albertson, Sean 	
Angels in the Attic 		1998	Hendershot, Eric 	4.8	USA 		Christensen, T.C. 	Kieran, Paul 	PRO
Angels in the Outfield 		1994	Dear, William 	3.4	USA 		Leonetti, Matthew F. 	Green, Bruce 	DIS
Angels One Five 		1952	O'Ferrall, George Moore 	7.91	BRI 		Challis, Chris 	Birt, Daniel 	
Angels Over Broadway 		1940	Hecht, B. & Garmes, L. 	20.1	USA 		Garmes, Lee 		COL
Angel's Share, The 		2012	Loach, Ken 	12.55			Ryan, Robbie 	Morris, Jonathan 	
Anger Management 		2003	Segal, Peter 	3.03	USA 		McAlpine, Donald 	Gourson, Jeff 	REV
Anges du péché, les 		1943	Bresson, Robert 	12.5	FRA 				
Anglaise et le duc, l' 	Lady and the Duke, The 	2001	Rohmer, Eric 	14.6			Baratier, Diane 	Stephen, Mary 	
Angoissante Aventure, L' 	Narrow Escape, A 	1920	Protazanov, Yakov 	8	FRA 		Bourgassov,Toporkoff 		ERM
Angry Red Planet 		1960	Melchior, Ib 	6.6	USA 		Cortez, Stanley 	Hoffman, Ivan G. 	AIP
Angry Silence, The 		1960	Green, Guy 	6.27	BRI 		Ibbetson, Arthur 	Harvey, Anthony 	BEA
Angst 	Fear 	1928	Steinhoff, Hans 	5.5	GER 				ORP
Angst des Tormanns beim Elfmeter, Die 	Goalkeeper's Fear of the Penalty, The 	1971	Wenders, Wim 	11	GER 		Müller, Robby 		
Angst essen Seele auf 	Fear Eats the Soul 	1973	Fassbinder, R.W. 	14.5	GER 		Jürges, Jürgen 	Eym?s, Thea 	TAN
Angus 		1995	Johnson, Patrick Read 	4.32	USA 		Gruszynski, Alexander 	Hampton, Janice 	
Angus, Thongs, and Perfect Snogging 		2008	Chadha, Gurinder 	3.67		s 	Pope, Dick 	Walsh, Martin & Krish, Justin 	
Animal Instincts 2 		1994	Hippolyte, Gregory 	6	USA 		Pfister, Wally 	Murawski, Bob 	
Animal Kingdom 		2009	Michod, David 	6.61	AUS 	s 	Arkapaw, Adan 	Doolan, Luke 	
Animal, The 		2001	Greenfield, Luke 	2.9	USA 		Collister, Peter Lyo 	Gourson, J. & Prior, 	
Anita & Me 		2002	Hüseyin, Metin 	2.93	BRI 		Forshaw, Cinders 	Kocur, Annie 	
Anjali 		1990	Ratnam, Mani 	4.2	IND 		Ambat, Madhu 	Lenin & Vijayan 	
Ankur 	Seedling, The 	1974	Benegal, Shyam 	9.1	IND 		Nihalam, Govind 	Bhanudas 	
Anma to Onna 	Masseurs and a Woman, The 	1938	Shimizu, Hiroshi 	18.5	JAP 		Saito, Masao 		SHO
Ann Carver's Profession 		1933	Buzzell, Edward 	10.3	USA 		Tetzlaff, Ted 	Wright, Maurice 	COL
Ann Vickers 		1933	Cromwell, John 	9.75	USA 		Abel, David & Cronjager, Edward 	Nicholls Jr., George 	RKO
Anna 		1987	Bogayevicz, Yurek 	13	USA 		Bukowski, Bobby 	Sloane, Julie 	
Anna and the King 		1999	Tennant, Andy 	4.8	USA 	s 	Deschanel, Caleb 	Bondelli, Roger 	FOX
Anna and the King of Siam 		1946	Cromwell, John 	6.7	USA 		Miller, Arthur 	Jones, Harmon 	FOX
Anna Karenina 		1997	Rose, Bernard 	6.7	USA 	s 	Okada, Daryn 	Dubois, Victor 	
Anna M. 		2007	Spinosa, Michel 	10.97	FRA 		Duplantier, Alain 	Hymans, Chantal 	
Anna und Elisabeth 	Anna and Elizabeth 	1933	Wysbar, Frank 	10	GER 		Weihmayr, Franz 	Ludwig, Alice 	
Annapolis 		2005	Lin, Justin 	3.58	USA 		Abraham, Phil 	Raskin, Fred 	TOU
Anne of Green Gables 		1934	Nicholls, Jr., George 	7.9	USA 		Andriot, Lucien 	Schmidt, Arthur 	RKO
Anne of the 1000 Days 		1969	Jarrot, Charles 	8.27	BRI 	s 	Ibbetson, Arhtur 	Marden, Richard 	
Anne of the Indies 		1951	Tourneur, Jacques 	8.83	USA 		Jackson, Harry 	Fritch, Robert 	FOX
Anne of Windy Poplars 		1940	Hively, Jack 	7.62	USA 		Redman, Frank 	Hively, George 	RKO
Annelie 		1941	Baky, Josef von 	12	GER 				UFA
Annie 		1982	Huston, John 	8.79	USA 	s 	Moore, Richard 	Booth, M. & Stevenson 	COL
Annie Hall 		1977	Allen, Woody 	14.56	USA 		Willis, Gordon 	Rosenblum, Ralph 	
Annie Oakley 		1935	Stevens, George 	5.65	USA 		Hunt, J. Roy 	Hively, Jack 	RKO
Anniversary Party, The 		2001	Cumming, A. & Leigh, J.J. 	6.39	USA 		Bailey, John 	Littleton & Spanger 	
Anniversary, The 		1968	Baker, Roy 	6.5	BRI 		Waxman, Harry 	Weatherly, Peter 	HAM
Another 48 Hrs 		1990	Hill, Walter 	5	USA 		Leonetti, Matthew F. 	Davies, F& C., Aron 	
Another Day 		2001	Reiner, Jeffrey 	8		t 	Smith, Gavin 	Warren, Jeff 	
Another Man, Another Chance 		1977	Lelouch, Claude 	41.3			LeFrancois, J&Cortez 	Klotz, G. & Tordjman 	
Another Stakeout 		1993	Badham, John 	4.46	USA 		Wagner, Roy H. 	Morriss, Frank 	TOU
Another Thin Man 		1939	Van Dyke, W.S. 	7.74	USA 		Daniels, William & Marsh, Oliver 	Smith, Frederick Y. 	MGM
Another Woman 		1988	Allen, Woody 	26.5	USA 		Nykvist, Sven 	Morse, Susan E. 	ORI
Another Year 		2010	Leigh, Mike 	7.51	BRI 		Pope, Dick 	Gregory, John 	
